NOMEDEP;DE;DISTR;MUN;TIPOESC;COD_ESC;NOMESC;DS_PAIS; Nº ALUNOS 
ESTADUAL - SE;ARACATUBA;ARACATUBA;ARACATUBA;8;907224;ABRANCHE JOSE PROF;Bolívia; 1 
ESTADUAL - SE;ARACATUBA;ARACATUBA;ARACATUBA;8;907224;ABRANCHE JOSE PROF;Venezuela; 2 
ESTADUAL - SE;ARACATUBA;ARACATUBA;ARACATUBA;8;909257;ARTHUR LEITE CARRIJO PROF;Cuba; 3 
ESTADUAL - SE;ARACATUBA;ARACATUBA;ARACATUBA;8;924611;ARY BOCUHY PROF;Venezuela; 3 
ESTADUAL - SE;ARARAQUARA;AMERICO BRASILIENSE;AMERICO BRASILIENSE;8;42778;ALZIRA DIAS DE TOLEDO PIZA PROFA;Venezuela; 1 
ESTADUAL - SE;ARARAQUARA;AMERICO BRASILIENSE;AMERICO BRASILIENSE;8;907704;ALBERTO ALVES ROLLO DR;Venezuela; 1 
ESTADUAL - SE;ARARAQUARA;ARARAQUARA;ARARAQUARA;8;4714;VEREADOR CARLOS ROBERTO MARQUES;Venezuela; 1 
ESTADUAL - SE;ARARAQUARA;ARARAQUARA;ARARAQUARA;8;21854;BENTO DE ABREU;Afeganistão; 1 
ESTADUAL - SE;ARARAQUARA;ARARAQUARA;ARARAQUARA;8;21854;BENTO DE ABREU;Colômbia; 2 
ESTADUAL - SE;ARARAQUARA;ARARAQUARA;ARARAQUARA;8;21854;BENTO DE ABREU;Síria; 2 
ESTADUAL - SE;ARARAQUARA;ARARAQUARA;ARARAQUARA;8;21854;BENTO DE ABREU;Venezuela; 3 
ESTADUAL - SE;ARARAQUARA;ARARAQUARA;ARARAQUARA;8;21945;JOAO PIRES DE CAMARGO DR;Bolívia; 1 
ESTADUAL - SE;ARARAQUARA;ARARAQUARA;ARARAQUARA;8;21945;JOAO PIRES DE CAMARGO DR;Venezuela; 2 
ESTADUAL - SE;ARARAQUARA;ARARAQUARA;ARARAQUARA;8;21969;FLORESTANO LIBUTTI;Colômbia; 1 
ESTADUAL - SE;ARARAQUARA;ARARAQUARA;ARARAQUARA;8;21969;FLORESTANO LIBUTTI;Cuba; 1 
ESTADUAL - SE;ARARAQUARA;ARARAQUARA;ARARAQUARA;8;21969;FLORESTANO LIBUTTI;Itália; 1 
ESTADUAL - SE;ARARAQUARA;ARARAQUARA;ARARAQUARA;8;21969;FLORESTANO LIBUTTI;Venezuela; 1 
ESTADUAL - SE;ARARAQUARA;ARARAQUARA;ARARAQUARA;8;21970;VICTOR LACORTE PROF;Itália; 1 
ESTADUAL - SE;ARARAQUARA;ARARAQUARA;ARARAQUARA;8;21970;VICTOR LACORTE PROF;Venezuela; 1 
ESTADUAL - SE;ARARAQUARA;ARARAQUARA;ARARAQUARA;8;22020;ANTONIO JOAQUIM DE CARVALHO;Afeganistão; 1 
ESTADUAL - SE;ARARAQUARA;ARARAQUARA;ARARAQUARA;8;22020;ANTONIO JOAQUIM DE CARVALHO;Cuba; 1 
ESTADUAL - SE;ARARAQUARA;ARARAQUARA;ARARAQUARA;8;22073;JOAO MANOEL DO AMARAL;Japão; 1 
ESTADUAL - SE;ARARAQUARA;ARARAQUARA;ARARAQUARA;8;22123;LETICIA DE GODOY BUENO DE CARVALHO LOPES PROFA;Venezuela; 2 
ESTADUAL - SE;ARARAQUARA;ARARAQUARA;ARARAQUARA;8;22160;JOAO BATISTA DE OLIVEIRA;Colômbia; 2 
ESTADUAL - SE;ARARAQUARA;ARARAQUARA;ARARAQUARA;8;43540;LUISA ROLFSEN PETRILLI PROFA;Venezuela; 1 
ESTADUAL - SE;ARARAQUARA;ARARAQUARA;ARARAQUARA;8;462330;JOAQUIM PINTO MACHADO JUNIOR PROFESSOR MACHADINHO;Bolívia; 2 
ESTADUAL - SE;ARARAQUARA;ARARAQUARA;ARARAQUARA;8;462330;JOAQUIM PINTO MACHADO JUNIOR PROFESSOR MACHADINHO;Peru; 1 
ESTADUAL - SE;ARARAQUARA;ARARAQUARA;ARARAQUARA;8;462536;OACYR ANTONIO ELLERO PROFESSOR;Espanha; 1 
ESTADUAL - SE;ARARAQUARA;ARARAQUARA;ARARAQUARA;8;462536;OACYR ANTONIO ELLERO PROFESSOR;Venezuela; 1 
ESTADUAL - SE;ARARAQUARA;ARARAQUARA;ARARAQUARA;8;907728;JANDYRA NERY GATTI PROFA;Colômbia; 2 
ESTADUAL - SE;ARARAQUARA;ARARAQUARA;ARARAQUARA;8;907728;JANDYRA NERY GATTI PROFA;Venezuela; 1 
ESTADUAL - SE;ARARAQUARA;ARARAQUARA;ARARAQUARA;8;914265;ANGELINA LIA ROLFSEN PROFA;Venezuela; 6 
ESTADUAL - SE;ARARAQUARA;MATAO;MATAO;8;24946;HENRIQUE MORATO PROF;Argentina; 1 
ESTADUAL - SE;ARARAQUARA;MATAO;MATAO;8;24958;CHLORITA DE OLIVEIRA PENTEADO MARTINS PROFA;Venezuela; 1 
ESTADUAL - SE;ARARAQUARA;MATAO;MATAO;8;25008;ROBERTO VELTRE PROF;Argentina; 1 
ESTADUAL - SE;ARARAQUARA;MATAO;MATAO;8;903536;ADERVAL DA SILVA PROF;Cuba; 1 
ESTADUAL - SE;ARARAQUARA;MATAO;MATAO;8;905756;JOAO SALGADO SOBRINHO DEPUTADO;Venezuela; 2 
ESTADUAL - SE;ARARAQUARA;MATAO;MATAO;8;911896;GUERINO VEDOATO;Venezuela; 1 
ESTADUAL - SE;ARARAQUARA;VILA XAVIER;ARARAQUARA;8;21994;DORIVAL ALVES;Venezuela; 3 
ESTADUAL - SE;ARARAQUARA;VILA XAVIER;ARARAQUARA;8;22081;FRANCISCO PEDRO MONTEIRO DA SILVA;Venezuela; 3 
ESTADUAL - SE;ARARAQUARA;VILA XAVIER;ARARAQUARA;8;22159;ANTONIO LOURENCO CORREA;Argentina; 1 
ESTADUAL - SE;ARARAQUARA;VILA XAVIER;ARARAQUARA;8;22159;ANTONIO LOURENCO CORREA;Venezuela; 1 
ESTADUAL - SE;ARARAQUARA;VILA XAVIER;ARARAQUARA;8;903334;ANTONIO DE OLIVEIRA BUENO FILHO;Colômbia; 1 
ESTADUAL - SE;ARARAQUARA;VILA XAVIER;ARARAQUARA;8;903334;ANTONIO DE OLIVEIRA BUENO FILHO;Venezuela; 1 
ESTADUAL - SE;ASSIS;ASSIS;ASSIS;6;428760;CEL JTO A EE PROF CARLOS ALBERTO DE OLIVEIRA;Venezuela; 1 
ESTADUAL - SE;ASSIS;ASSIS;ASSIS;8;33108;LEO PIZZATO PROF;Venezuela; 1 
ESTADUAL - SE;ASSIS;ASSIS;ASSIS;8;33145;CAROLINA FRANCINI BURALI DONA;Colômbia; 1 
ESTADUAL - SE;ASSIS;ASSIS;ASSIS;8;33145;CAROLINA FRANCINI BURALI DONA;México; 1 
ESTADUAL - SE;ASSIS;ASSIS;ASSIS;8;33145;CAROLINA FRANCINI BURALI DONA;Venezuela; 1 
ESTADUAL - SE;ASSIS;ASSIS;ASSIS;8;33212;CLEOPHANIA GALVAO DA SILVA PROFA;Paraguai; 1 
ESTADUAL - SE;ASSIS;ASSIS;ASSIS;8;33261;CLYBAS PINTO FERRAZ DR;Colômbia; 2 
ESTADUAL - SE;ASSIS;ASSIS;ASSIS;8;33285;CARLOS ALBERTO DE OLIVEIRA PROF;Estados Unidos da América; 1 
ESTADUAL - SE;ASSIS;ASSIS;ASSIS;8;917977;LENY BARROS DA SILVA PROFA;Colômbia; 1 
ESTADUAL - SE;ASSIS;CANDIDO MOTA;CANDIDO MOTA;8;33042;JOSE AUGUSTO DE CARVALHO DR;Japão; 1 
ESTADUAL - SE;ASSIS;LUTECIA;LUTECIA;8;33005;CLAUDIO DE SOUZA DR;Paraguai; 1 
ESTADUAL - SE;ASSIS;TARUMA;TARUMA;8;33133;MARIA MAGDALENA DE OLIVEIRA DONA COTA;Paraguai; 1 
ESTADUAL - SE;AVARE;AGUAS DE SANTA BARBARA;AGUAS DE SANTA BARBARA;8;14515;PAULO DELICIO;Paraguai; 1 
ESTADUAL - SE;AVARE;ARANDU;ARANDU;8;14503;PEDRO BENTO ALVES;Paraguai; 1 
ESTADUAL - SE;AVARE;ARANDU;ARANDU;8;14503;PEDRO BENTO ALVES;Venezuela; 1 
ESTADUAL - SE;AVARE;AVARE;AVARE;8;14679;MATILDE VIEIRA;Paraguai; 1 
ESTADUAL - SE;AVARE;AVARE;AVARE;8;45226;EMILIO IMMOOS PADRE;Colômbia; 1 
ESTADUAL - SE;AVARE;AVARE;AVARE;8;918489;CELSO FERREIRA DA SILVA PROFESSOR;Venezuela; 1 
ESTADUAL - SE;AVARE;ITAI;ITAI;8;14485;JOAO MICHELIN;Venezuela; 1 
ESTADUAL - SE;AVARE;ITAI;ITAI;15;453572;PENITENCIARIA CABO P M MARCELO PIRES DA SILVA;África do Sul; 3 
ESTADUAL - SE;AVARE;ITAI;ITAI;15;453572;PENITENCIARIA CABO P M MARCELO PIRES DA SILVA;Angola; 1 
ESTADUAL - SE;AVARE;ITAI;ITAI;15;453572;PENITENCIARIA CABO P M MARCELO PIRES DA SILVA;Bolívia; 30 
ESTADUAL - SE;AVARE;ITAI;ITAI;15;453572;PENITENCIARIA CABO P M MARCELO PIRES DA SILVA;Chile; 13 
ESTADUAL - SE;AVARE;ITAI;ITAI;15;453572;PENITENCIARIA CABO P M MARCELO PIRES DA SILVA;Colômbia; 39 
ESTADUAL - SE;AVARE;ITAI;ITAI;15;453572;PENITENCIARIA CABO P M MARCELO PIRES DA SILVA;Equador; 6 
ESTADUAL - SE;AVARE;ITAI;ITAI;15;453572;PENITENCIARIA CABO P M MARCELO PIRES DA SILVA;Espanha; 2 
ESTADUAL - SE;AVARE;ITAI;ITAI;15;453572;PENITENCIARIA CABO P M MARCELO PIRES DA SILVA;Gana; 1 
ESTADUAL - SE;AVARE;ITAI;ITAI;15;453572;PENITENCIARIA CABO P M MARCELO PIRES DA SILVA;Haiti; 2 
ESTADUAL - SE;AVARE;ITAI;ITAI;15;453572;PENITENCIARIA CABO P M MARCELO PIRES DA SILVA;Itália; 1 
ESTADUAL - SE;AVARE;ITAI;ITAI;15;453572;PENITENCIARIA CABO P M MARCELO PIRES DA SILVA;Marrocos; 1 
ESTADUAL - SE;AVARE;ITAI;ITAI;15;453572;PENITENCIARIA CABO P M MARCELO PIRES DA SILVA;Nigéria; 27 
ESTADUAL - SE;AVARE;ITAI;ITAI;15;453572;PENITENCIARIA CABO P M MARCELO PIRES DA SILVA;Paraguai; 16 
ESTADUAL - SE;AVARE;ITAI;ITAI;15;453572;PENITENCIARIA CABO P M MARCELO PIRES DA SILVA;Peru; 13 
ESTADUAL - SE;AVARE;ITAI;ITAI;15;453572;PENITENCIARIA CABO P M MARCELO PIRES DA SILVA;Portugal; 5 
ESTADUAL - SE;AVARE;ITAI;ITAI;15;453572;PENITENCIARIA CABO P M MARCELO PIRES DA SILVA;Reino Unido da Grã-Bretanha e Irlanda do Norte; 1 
ESTADUAL - SE;AVARE;ITAI;ITAI;15;453572;PENITENCIARIA CABO P M MARCELO PIRES DA SILVA;Rússia; 1 
ESTADUAL - SE;AVARE;ITAI;ITAI;15;453572;PENITENCIARIA CABO P M MARCELO PIRES DA SILVA;Senegal; 1 
ESTADUAL - SE;AVARE;ITAI;ITAI;15;453572;PENITENCIARIA CABO P M MARCELO PIRES DA SILVA;Serra Leoa; 1 
ESTADUAL - SE;AVARE;ITAI;ITAI;15;453572;PENITENCIARIA CABO P M MARCELO PIRES DA SILVA;Turquia; 2 
ESTADUAL - SE;AVARE;ITAI;ITAI;15;453572;PENITENCIARIA CABO P M MARCELO PIRES DA SILVA;Uruguai; 1 
ESTADUAL - SE;AVARE;ITAI;ITAI;15;453572;PENITENCIARIA CABO P M MARCELO PIRES DA SILVA;Venezuela; 2 
ESTADUAL - SE;BARRETOS;BARRETOS;BARRETOS;3;498166;DORIVAL THOMAZ DA COSTA;Venezuela; 2 
ESTADUAL - SE;BARRETOS;BARRETOS;BARRETOS;8;22214;BENEDITO PEREIRA CARDOSO PROFESSOR;Venezuela; 2 
ESTADUAL - SE;BARRETOS;BARRETOS;BARRETOS;8;22263;ALMEIDA PINTO;China; 1 
ESTADUAL - SE;BARRETOS;BARRETOS;BARRETOS;8;22263;ALMEIDA PINTO;Colômbia; 1 
ESTADUAL - SE;BARRETOS;BARRETOS;BARRETOS;8;22329;PAULINA NUNES DE MORAES PROFESSORA;Bolívia; 3 
ESTADUAL - SE;BARRETOS;BARRETOS;BARRETOS;8;22329;PAULINA NUNES DE MORAES PROFESSORA;Venezuela; 7 
ESTADUAL - SE;BARRETOS;BARRETOS;BARRETOS;8;22391;SILVESTRE DE LIMA CORONEL;Venezuela; 1 
ESTADUAL - SE;BARRETOS;BARRETOS;BARRETOS;8;22457;MACEDO SOARES EMBAIXADOR;Japão; 1 
ESTADUAL - SE;BARRETOS;BARRETOS;BARRETOS;8;22457;MACEDO SOARES EMBAIXADOR;Venezuela; 1 
ESTADUAL - SE;BARRETOS;BARRETOS;BARRETOS;8;22469;ANTONIO OLYMPIO DOUTOR;Peru; 1 
ESTADUAL - SE;BARRETOS;BARRETOS;BARRETOS;8;22469;ANTONIO OLYMPIO DOUTOR;Síria; 2 
ESTADUAL - SE;BARRETOS;BARRETOS;BARRETOS;8;22469;ANTONIO OLYMPIO DOUTOR;Venezuela; 8 
ESTADUAL - SE;BARRETOS;BARRETOS;BARRETOS;8;579889;MARIA HELENA SCANNAVINO;Venezuela; 2 
ESTADUAL - SE;BARRETOS;COLINA;COLINA;8;48012;DARCY SILVEIRA VAZ PROFESSOR;Líbano; 1 
ESTADUAL - SE;BARRETOS;GUAIRA;GUAIRA;8;22238;ENOCH GARCIA LEAL;Venezuela; 2 
ESTADUAL - SE;BARRETOS;GUAIRA;GUAIRA;8;22433;ZEZINHO PORTUGAL;Venezuela; 2 
ESTADUAL - SE;BAURU;AGUDOS;AGUDOS;8;26037;JOAO BATISTA RIBEIRO;Venezuela; 2 
ESTADUAL - SE;BAURU;AGUDOS;AGUDOS;8;49670;FARID FAYAD PROF;Venezuela; 1 
ESTADUAL - SE;BAURU;AVAI;AVAI;8;25264;ANIS DABUS DR;Cuba; 1 
ESTADUAL - SE;BAURU;BAURU;BAURU;3;980067;CEEJA TANCREDO NEVES PRESIDENTE;Japão; 1 
ESTADUAL - SE;BAURU;BAURU;BAURU;3;980067;CEEJA TANCREDO NEVES PRESIDENTE;Portugal; 1 
ESTADUAL - SE;BAURU;BAURU;BAURU;6;985582;CEL JTO A EE CHRISTINO CABRAL PROF;Haiti; 1 
ESTADUAL - SE;BAURU;BAURU;BAURU;8;25173;PLINIO FERRAZ;Colômbia; 2 
ESTADUAL - SE;BAURU;BAURU;BAURU;8;25215;ANTONIO SERRALVO SOBRINHO PROF;Argentina; 1 
ESTADUAL - SE;BAURU;BAURU;BAURU;8;25215;ANTONIO SERRALVO SOBRINHO PROF;Colômbia; 1 
ESTADUAL - SE;BAURU;BAURU;BAURU;8;25215;ANTONIO SERRALVO SOBRINHO PROF;Venezuela; 2 
ESTADUAL - SE;BAURU;BAURU;BAURU;8;25239;AYRTON BUSCH PROF;Peru; 1 
ESTADUAL - SE;BAURU;BAURU;BAURU;8;25240;EDUARDO VELHO FILHO PROF;Colômbia; 3 
ESTADUAL - SE;BAURU;BAURU;BAURU;8;25240;EDUARDO VELHO FILHO PROF;Japão; 2 
ESTADUAL - SE;BAURU;BAURU;BAURU;8;25240;EDUARDO VELHO FILHO PROF;Venezuela; 1 
ESTADUAL - SE;BAURU;BAURU;BAURU;8;25276;LUIZ ZUIANI DR;Angola; 1 
ESTADUAL - SE;BAURU;BAURU;BAURU;8;25276;LUIZ ZUIANI DR;Colômbia; 1 
ESTADUAL - SE;BAURU;BAURU;BAURU;8;25288;SALVADOR FILARDI;Venezuela; 2 
ESTADUAL - SE;BAURU;BAURU;BAURU;8;25297;STELA MACHADO;Japão; 1 
ESTADUAL - SE;BAURU;BAURU;BAURU;8;25297;STELA MACHADO;Venezuela; 4 
ESTADUAL - SE;BAURU;BAURU;BAURU;8;25306;TORQUATO MINHOTO;Venezuela; 3 
ESTADUAL - SE;BAURU;BAURU;BAURU;8;25318;JOSE VIRANDA PROF;Equador; 2 
ESTADUAL - SE;BAURU;BAURU;BAURU;8;25410;HENRIQUE BERTOLUCCI PROF;Angola; 2 
ESTADUAL - SE;BAURU;BAURU;BAURU;8;25434;LUIZ BRAGA PROF;Colômbia; 1 
ESTADUAL - SE;BAURU;BAURU;BAURU;8;25434;LUIZ BRAGA PROF;Venezuela; 2 
ESTADUAL - SE;BAURU;BAURU;BAURU;8;25446;LUIZ CASTANHO DE ALMEIDA PROF;Argentina; 1 
ESTADUAL - SE;BAURU;BAURU;BAURU;8;25458;MORAIS PACHECO PROF;Venezuela; 4 
ESTADUAL - SE;BAURU;BAURU;BAURU;8;25461;SILVERIO SAO JOAO PROF;Venezuela; 1 
ESTADUAL - SE;BAURU;BAURU;BAURU;8;25471;ANA ROSA ZUICKER DANNUNZIATA PROFA;Panamá; 1 
ESTADUAL - SE;BAURU;BAURU;BAURU;8;25483;CAROLINA LOPES DE ALMEIDA PROFA;Venezuela; 1 
ESTADUAL - SE;BAURU;BAURU;BAURU;8;25495;MERCEDES PAZ BUENO PROFA;África do Sul; 1 
ESTADUAL - SE;BAURU;BAURU;BAURU;8;25495;MERCEDES PAZ BUENO PROFA;Colômbia; 1 
ESTADUAL - SE;BAURU;BAURU;BAURU;8;25495;MERCEDES PAZ BUENO PROFA;Estados Unidos da América; 1 
ESTADUAL - SE;BAURU;BAURU;BAURU;8;25495;MERCEDES PAZ BUENO PROFA;Venezuela; 1 
ESTADUAL - SE;BAURU;BAURU;BAURU;8;25513;JOAQUIM DE MICHIELI PROF;Argentina; 1 
ESTADUAL - SE;BAURU;BAURU;BAURU;8;25513;JOAQUIM DE MICHIELI PROF;Colômbia; 2 
ESTADUAL - SE;BAURU;BAURU;BAURU;8;25513;JOAQUIM DE MICHIELI PROF;Estados Unidos da América; 1 
ESTADUAL - SE;BAURU;BAURU;BAURU;8;25525;JOSE APARECIDO GUEDES DE AZEVEDO PROF;Peru; 2 
ESTADUAL - SE;BAURU;BAURU;BAURU;8;25525;JOSE APARECIDO GUEDES DE AZEVEDO PROF;Venezuela; 1 
ESTADUAL - SE;BAURU;BAURU;BAURU;8;25537;ERNESTO MONTE;Angola; 2 
ESTADUAL - SE;BAURU;BAURU;BAURU;8;25537;ERNESTO MONTE;Argentina; 1 
ESTADUAL - SE;BAURU;BAURU;BAURU;8;25537;ERNESTO MONTE;Japão; 2 
ESTADUAL - SE;BAURU;BAURU;BAURU;8;25537;ERNESTO MONTE;Venezuela; 2 
ESTADUAL - SE;BAURU;BAURU;BAURU;8;25562;JOAQUIM RODRIGUES MADUREIRA;Cuba; 2 
ESTADUAL - SE;BAURU;BAURU;BAURU;8;25562;JOAQUIM RODRIGUES MADUREIRA;Japão; 1 
ESTADUAL - SE;BAURU;BAURU;BAURU;8;25562;JOAQUIM RODRIGUES MADUREIRA;Venezuela; 1 
ESTADUAL - SE;BAURU;BAURU;BAURU;8;25574;FRANCISCO ANTUNES PROF;Venezuela; 4 
ESTADUAL - SE;BAURU;BAURU;BAURU;8;25598;CHRISTINO CABRAL PROF;Angola; 1 
ESTADUAL - SE;BAURU;BAURU;BAURU;8;25598;CHRISTINO CABRAL PROF;Haiti; 1 
ESTADUAL - SE;BAURU;BAURU;BAURU;8;40939;CARLOS CHAGAS DR;Haiti; 5 
ESTADUAL - SE;BAURU;BAURU;BAURU;8;40939;CARLOS CHAGAS DR;Venezuela; 2 
ESTADUAL - SE;BAURU;BAURU;BAURU;8;42936;ARMINDA SBRISSIA IRMA;Venezuela; 1 
ESTADUAL - SE;BAURU;BAURU;BAURU;8;43597;AZARIAS LEITE;Colômbia; 1 
ESTADUAL - SE;BAURU;BAURU;BAURU;8;43597;AZARIAS LEITE;Japão; 1 
ESTADUAL - SE;BAURU;BAURU;BAURU;8;49657;JOAO MARINGONI;Angola; 1 
ESTADUAL - SE;BAURU;BAURU;BAURU;8;70634;SUELI APARECIDA SE ROSA PROFA;Colômbia; 1 
ESTADUAL - SE;BAURU;BAURU;BAURU;8;70634;SUELI APARECIDA SE ROSA PROFA;Venezuela; 3 
ESTADUAL - SE;BAURU;BAURU;BAURU;8;565696;PROFA MARIA EUNICE BORGES DE MIRANDA REIS;Venezuela; 1 
ESTADUAL - SE;BAURU;BAURU;BAURU;8;900217;WALTER BARRETTO MELCHERT PROF;Japão; 1 
ESTADUAL - SE;BAURU;BAURU;BAURU;8;900229;DURVAL GUEDES DE AZEVEDO PROF;Venezuela; 1 
ESTADUAL - SE;BAURU;BAURU;BAURU;8;901003;ANTONIO FERREIRA DE MENEZES VEREADOR;Venezuela; 1 
ESTADUAL - SE;BAURU;BAURU;BAURU;8;919019;ADA CARIANI AVALONE PROFA;Colômbia; 1 
ESTADUAL - SE;BAURU;BAURU;BAURU;8;919123;JOAO PEDRO FERNANDES;Suíça; 1 
ESTADUAL - SE;BAURU;LENCOIS PAULISTA;LENCOIS PAULISTA;8;25896;VIRGILIO CAPOANI;Venezuela; 1 
ESTADUAL - SE;BAURU;LENCOIS PAULISTA;LENCOIS PAULISTA;8;35841;ANTONIETA GRASSI MALATRASI PROFA;Venezuela; 1 
ESTADUAL - SE;BAURU;LENCOIS PAULISTA;LENCOIS PAULISTA;8;38064;RUBENS PIETRAROIA;Espanha; 1 
ESTADUAL - SE;BAURU;LENCOIS PAULISTA;LENCOIS PAULISTA;8;38064;RUBENS PIETRAROIA;Venezuela; 5 
ESTADUAL - SE;BAURU;PRESIDENTE ALVES;PRESIDENTE ALVES;8;44076;MARIA APARECIDA COIMBRA PROFA;Japão; 1 
ESTADUAL - SE;BAURU;REGINOPOLIS;REGINOPOLIS;8;25392;CARLOS CORREA VIANNA PROF;Cuba; 1 
ESTADUAL - SE;BIRIGUI;BIRIGUI;BIRIGUI;8;30119;STELIO MACHADO LOUREIRO PROFESSOR;Argentina; 1 
ESTADUAL - SE;BIRIGUI;BIRIGUI;BIRIGUI;8;30119;STELIO MACHADO LOUREIRO PROFESSOR;Haiti; 3 
ESTADUAL - SE;BIRIGUI;BIRIGUI;BIRIGUI;8;30119;STELIO MACHADO LOUREIRO PROFESSOR;Portugal; 1 
ESTADUAL - SE;BIRIGUI;BIRIGUI;BIRIGUI;8;30119;STELIO MACHADO LOUREIRO PROFESSOR;Venezuela; 2 
ESTADUAL - SE;BIRIGUI;BIRIGUI;BIRIGUI;8;30259;VICENTE FELICIO PRIMO;Venezuela; 2 
ESTADUAL - SE;BIRIGUI;BIRIGUI;BIRIGUI;8;43102;LYDIA HELENA FRANDSEN STUHR PROFESSORA;Venezuela; 1 
ESTADUAL - SE;BIRIGUI;BIRIGUI;BIRIGUI;8;48562;IZABEL DE ALMEIDA MARIN PROFESSORA;Japão; 1 
ESTADUAL - SE;BIRIGUI;BIRIGUI;BIRIGUI;8;48562;IZABEL DE ALMEIDA MARIN PROFESSORA;Venezuela; 4 
ESTADUAL - SE;BIRIGUI;BIRIGUI;BIRIGUI;8;905938;HERMINIO CANTISANI PROFESSOR;Japão; 1 
ESTADUAL - SE;BIRIGUI;BIRIGUI;BIRIGUI;8;905938;HERMINIO CANTISANI PROFESSOR;Venezuela; 4 
ESTADUAL - SE;BIRIGUI;BIRIGUI;BIRIGUI;8;913856;ESMERALDA MILANO MARONI PROFESSORA;Venezuela; 1 
ESTADUAL - SE;BIRIGUI;BIRIGUI;BIRIGUI;8;917643;GERACINA DE MENEZES SANCHES PROFESSORA;Portugal; 1 
ESTADUAL - SE;BIRIGUI;BIRIGUI;BIRIGUI;8;917643;GERACINA DE MENEZES SANCHES PROFESSORA;Venezuela; 1 
ESTADUAL - SE;BIRIGUI;BIRIGUI;BIRIGUI;8;923382;ANTONIO SALES OLIVEIRA PROFESSOR;Venezuela; 3 
ESTADUAL - SE;BIRIGUI;BIRIGUI;BIRIGUI;8;924283;OLIVIA ANGELA FURLANI PROFESSORA;Paraguai; 1 
ESTADUAL - SE;BOTUCATU;BOTUCATU;BOTUCATU;3;477229;CEEJA DE BOTUCATU;Haiti; 1 
ESTADUAL - SE;BOTUCATU;BOTUCATU;BOTUCATU;3;477229;CEEJA DE BOTUCATU;Paraguai; 1 
ESTADUAL - SE;BOTUCATU;BOTUCATU;BOTUCATU;8;14795;LUCIO ANTUNES DE SOUZA DOM;Afeganistão; 2 
ESTADUAL - SE;BOTUCATU;BOTUCATU;BOTUCATU;8;14795;LUCIO ANTUNES DE SOUZA DOM;Colômbia; 1 
ESTADUAL - SE;BOTUCATU;BOTUCATU;BOTUCATU;8;14795;LUCIO ANTUNES DE SOUZA DOM;Rússia; 1 
ESTADUAL - SE;BOTUCATU;BOTUCATU;BOTUCATU;8;14795;LUCIO ANTUNES DE SOUZA DOM;Venezuela; 1 
ESTADUAL - SE;BOTUCATU;BOTUCATU;BOTUCATU;8;14849;AMERICO VIRGINIO DOS SANTOS PROF;Cuba; 1 
ESTADUAL - SE;BOTUCATU;BOTUCATU;BOTUCATU;8;14849;AMERICO VIRGINIO DOS SANTOS PROF;Haiti; 2 
ESTADUAL - SE;BOTUCATU;BOTUCATU;BOTUCATU;8;14886;JOSE PEDRETTI NETO PROF;Venezuela; 1 
ESTADUAL - SE;BOTUCATU;BOTUCATU;BOTUCATU;8;14941;PEDRO TORRES PROF;Cuba; 1 
ESTADUAL - SE;BOTUCATU;BOTUCATU;BOTUCATU;8;14941;PEDRO TORRES PROF;Venezuela; 1 
ESTADUAL - SE;BOTUCATU;CONCHAS;CONCHAS;8;14692;ANIZIO FERRAZ GODINHO PROF;Venezuela; 2 
ESTADUAL - SE;BOTUCATU;LARANJAL PAULISTA;LARANJAL PAULISTA;6;458284;CEL JTO A EE LUIZ CAMPACCI;Haiti; 1 
ESTADUAL - SE;BOTUCATU;LARANJAL PAULISTA;LARANJAL PAULISTA;8;16536;CESARIO CARLOS DE ALMEIDA;Haiti; 1 
ESTADUAL - SE;BOTUCATU;LARANJAL PAULISTA;LARANJAL PAULISTA;8;16559;LUIZ CAMPACCI;Haiti; 1 
ESTADUAL - SE;BOTUCATU;PEREIRAS;PEREIRAS;8;16445;EGILDO PASCHOALUCCI VEREADOR;Haiti; 4 
ESTADUAL - SE;BOTUCATU;RUBIAO JUNIOR;BOTUCATU;8;14850;JOAO QUEIROZ MARQUES PROF;Venezuela; 1 
ESTADUAL - SE;BOTUCATU;SAO MANUEL;SAO MANUEL;8;14771;MANUEL JOSE CHAVES DR;Estados Unidos da América; 1 
ESTADUAL - SE;BRAGANCA PAULISTA;ATIBAIA;ATIBAIA;8;17887;MARIA DO CARMO BARBOSA PROFESSORA;Japão; 1 
ESTADUAL - SE;BRAGANCA PAULISTA;ATIBAIA;ATIBAIA;8;17887;MARIA DO CARMO BARBOSA PROFESSORA;Paraguai; 1 
ESTADUAL - SE;BRAGANCA PAULISTA;ATIBAIA;ATIBAIA;8;17887;MARIA DO CARMO BARBOSA PROFESSORA;Venezuela; 5 
ESTADUAL - SE;BRAGANCA PAULISTA;ATIBAIA;ATIBAIA;8;17917;GABRIEL DA SILVA PROFESSOR;Venezuela; 1 
ESTADUAL - SE;BRAGANCA PAULISTA;ATIBAIA;ATIBAIA;8;17954;CIRCE TEIXEIRA MUSA E SILVA PROFESSORA;Itália; 1 
ESTADUAL - SE;BRAGANCA PAULISTA;ATIBAIA;ATIBAIA;8;17954;CIRCE TEIXEIRA MUSA E SILVA PROFESSORA;Japão; 1 
ESTADUAL - SE;BRAGANCA PAULISTA;ATIBAIA;ATIBAIA;8;17954;CIRCE TEIXEIRA MUSA E SILVA PROFESSORA;Portugal; 1 
